checkpoint,run,model,lr,in_channels,feature_dim,val_acc,val_acc_raw,val_acc_scaled,test_acc,test_acc_raw,test_acc_scaled,embedding_std,mean_pairwise_cosine,eval_seconds,checkpoint_name,task,encoder
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch001.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.8883333333333333,0.882962962962963,0.8883333333333333,0.8914814814814814,0.8894444444444445,0.8914814814814814,0.014974160119891167,0.5361083745956421,111.1,epoch001,byol,resnet50
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch003.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.8911111111111111,0.89,0.8911111111111111,0.8985185185185185,0.8933333333333333,0.8985185185185185,0.015186787582933903,0.5248762369155884,102.2,epoch003,byol,resnet50
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch005.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.8975925925925926,0.895,0.8975925925925926,0.9046296296296297,0.9,0.9046296296296297,0.015242778696119785,0.5185316801071167,99.8,epoch005,byol,resnet50
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch007.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.9,0.8985185185185185,0.9,0.904074074074074,0.9033333333333333,0.904074074074074,0.015280531719326973,0.514907956123352,97.8,epoch007,byol,resnet50
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch009.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.9038888888888889,0.9014814814814814,0.9038888888888889,0.9075925925925926,0.9064814814814814,0.9075925925925926,0.015275330282747746,0.5164334774017334,99.4,epoch009,byol,resnet50
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch011.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.905,0.904074074074074,0.905,0.9112962962962963,0.9105555555555556,0.9112962962962963,0.015258029103279114,0.5145554542541504,108.6,epoch011,byol,resnet50
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch013.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.9098148148148149,0.9081481481481481,0.9098148148148149,0.9138888888888889,0.9138888888888889,0.9137037037037037,0.01535246055573225,0.5097925066947937,99.2,epoch013,byol,resnet50
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch015.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.9111111111111111,0.91,0.9111111111111111,0.9161111111111111,0.9148148148148149,0.9161111111111111,0.015419850125908852,0.5098329186439514,97.9,epoch015,byol,resnet50
/home/davrob/code/torchgeo/experiments/eurosat_benchmarking/outputs/byol_resnet50_lr0p0001/checkpoints/epoch017.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.9131481481481482,0.9120370370370371,0.9131481481481482,0.9175925925925926,0.9151851851851852,0.9175925925925926,0.01542576402425766,0.5105141401290894,100.1,epoch017,byol,resnet50
outputs/byol_resnet50_lr0p0001/checkpoints/last.ckpt,byol_resnet50_lr0p0001,resnet50,0.0001,13,2048,0.917037037037037,0.9161111111111111,0.917037037037037,0.9211111111111111,0.9185185185185185,0.9211111111111111,0.015697598457336426,0.49029937386512756,150.3,last,byol,resnet50
